Project ID,R/Rmd Script,Execution Status,Reason,Error Message,Binder Link
25a6x,BeliefsScale_IRT_Rscript.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_25a6x/HEAD?urlpath=rstudio
2phst,mse_values_for_density_smoother.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_2phst/HEAD?urlpath=rstudio
2phst,mse_values_latent_space_diffusion_slurm.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_2phst/HEAD?urlpath=rstudio
2qjn5,redraw_figures.R,Failed,Container Issue,System-Level Dependency Missing,https://mybinder.org/v2/gh/code-inspect-binder/osf_2qjn5/HEAD?urlpath=rstudio
2qjn5,dump_csv.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_2qjn5/HEAD?urlpath=rstudio
2sguf,US attitude code.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_2sguf/HEAD?urlpath=rstudio
2sz48,Model_Preference.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_2sz48/HEAD?urlpath=rstudio
2sz48,Model_Correctness.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_2sz48/HEAD?urlpath=rstudio
2uf8j,Negativity R.R,Failed,Code Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_2uf8j/HEAD?urlpath=rstudio
2yq8a,figure2.R,Failed,Code Issue,PDF Generation Error - Requires Screen Device,https://mybinder.org/v2/gh/code-inspect-binder/osf_2yq8a/HEAD?urlpath=rstudio
37rfb,prediction_plots.R,Failed,Code Issue,RStudio Environment Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_37rfb/HEAD?urlpath=rstudio
37rfb,prediction_analyses.R,Failed,Code Issue,RStudio Environment Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_37rfb/HEAD?urlpath=rstudio
3bn9u,4_4_identification.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bn9u/HEAD?urlpath=rstudio
3bn9u,4_1_deidentification.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bn9u/HEAD?urlpath=rstudio
3bpn6,os_testosterone_analysis.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,af_testosterone_analysis.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,all_navigation_models.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,dt_homing_dataproc.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,os_homing_dataproc.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,af_homing_dataproc.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,osylv_sitecomparison.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3bpn6,all_spaceuse_dataproc.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3bpn6/HEAD?urlpath=rstudio
3fnjq,facebook_users.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_3fnjq/HEAD?urlpath=rstudio
3fnjq,campaign_messages.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_3fnjq/HEAD?urlpath=rstudio
3fnjq,facebook_pages.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_3fnjq/HEAD?urlpath=rstudio
3gfqn,VADIS_genitives_outer_circle.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3gfqn/HEAD?urlpath=rstudio
3gfqn,VADIS_particles_InnerC-only.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3gfqn/HEAD?urlpath=rstudio
3hgpe,02_analysis.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_3hgpe/HEAD?urlpath=rstudio
3hgpe,01_data-preparation-variable-setup.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_3hgpe/HEAD?urlpath=rstudio
3kem6,Rcode_Figure2.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3kem6/HEAD?urlpath=rstudio
3uyjt,preprocessing_hrs.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_3uyjt/HEAD?urlpath=rstudio
3uyjt,tree.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_3uyjt/HEAD?urlpath=rstudio
3w8eg,All_Figures.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_3w8eg/HEAD?urlpath=rstudio
3wy58,bivariate_model_summer_revision.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3wy58/HEAD?urlpath=rstudio
3wy58,bivariate_model_winter_revision.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_3wy58/HEAD?urlpath=rstudio
42nyv,Eye tracking_pre-processing_R1.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_42nyv/HEAD?urlpath=rstudio
49sq5,example_analysis.R,Failed,Code Issue,Syntax or Argument Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_49sq5/HEAD?urlpath=rstudio
4a9b6,EXPLORATORY_Gaze Following_ANALYSES.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_4a9b6/HEAD?urlpath=rstudio
4a9b6,PrefLook_functions.r,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_4a9b6/HEAD?urlpath=rstudio
4anzm,norms_code.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_4anzm/HEAD?urlpath=rstudio
4fvwe,load_my_functions.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_4fvwe/HEAD?urlpath=rstudio
4fvwe,print_result.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_4fvwe/HEAD?urlpath=rstudio
4fvwe,return_BF_ttests.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_4fvwe/HEAD?urlpath=rstudio
4kmdv,analysis code.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_4kmdv/HEAD?urlpath=rstudio
4sjxz,ScenePrimingCFS_Analysis.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_4sjxz/HEAD?urlpath=rstudio
53w96,INLA_GHG_GMD.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_53w96/HEAD?urlpath=rstudio
5ezfk,SWATCUPfunctions.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_5ezfk/HEAD?urlpath=rstudio
5ezfk,ETfun.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_5ezfk/HEAD?urlpath=rstudio
5ezfk,SantaLuciaStationsToPCPFile.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_5ezfk/HEAD?urlpath=rstudio
5hpjn,NetworkToolbox.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_5hpjn/HEAD?urlpath=rstudio
5nh94,01b_fit_single_ergm.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_5nh94/HEAD?urlpath=rstudio
5nh94,F8_plot_efficiency_goodness_of_fit.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_5nh94/HEAD?urlpath=rstudio
5qx7e,Descriptives_Tables_1_2_S1_S2.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_5qx7e/HEAD?urlpath=rstudio
5s34w,simpd_helper.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_5s34w/HEAD?urlpath=rstudio
5xdbu,study2-rscript.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_5xdbu/HEAD?urlpath=rstudio
5y27d,load_all_tables.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_5y27d/HEAD?urlpath=rstudio
5y27d,tabulate_cases.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_5y27d/HEAD?urlpath=rstudio
5yvnb,analyse_final_Exp6_OSF.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_5yvnb/HEAD?urlpath=rstudio
5yvnb,analyse_final_Exp5_OSF.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_5yvnb/HEAD?urlpath=rstudio
62je8,DMS-NRSA-CA-QC-Figures.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_62je8/HEAD?urlpath=rstudio
6579b,03_Supplement.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_6579b/HEAD?urlpath=rstudio
6579b,02_Main_Analyses.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_6579b/HEAD?urlpath=rstudio
67ncp,duque_etal_2020_rcode.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_67ncp/HEAD?urlpath=rstudio
67ncp,duque_etal_2019_rcode.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_67ncp/HEAD?urlpath=rstudio
6g4js,Graphics_Section_5.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_6g4js/HEAD?urlpath=rstudio
6g4js,Analyses_Section_4.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_6g4js/HEAD?urlpath=rstudio
6hx2n,DM_a_k.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_6hx2n/HEAD?urlpath=rstudio
6jmke,custom_functions.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_6jmke/HEAD?urlpath=rstudio
6pq9e,Model.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_6pq9e/HEAD?urlpath=rstudio
6q73b,SubgroupStatsSimulationV5.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_6q73b/HEAD?urlpath=rstudio
6qej7,ECoach Functions.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_6qej7/HEAD?urlpath=rstudio
6ukwg,utility_functions.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_6ukwg/HEAD?urlpath=rstudio
6ukwg,codes_reanalysis.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_6ukwg/HEAD?urlpath=rstudio
6ukwg,stuart.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_6ukwg/HEAD?urlpath=rstudio
6ya5d,Power_Analysis_OSF_22.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_6ya5d/HEAD?urlpath=rstudio
6z79s,bi.conv.networks.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_6z79s/HEAD?urlpath=rstudio
73y8p,RAQ-R_reliability after exclusion.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_73y8p/HEAD?urlpath=rstudio
73y8p,RAQ-R_Analyses.R,Failed,Code Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_73y8p/HEAD?urlpath=rstudio
74qnu,Script_Predicting_Social_Skill_Expression.R,Failed,Code Issue,Data Structure Mismatch,https://mybinder.org/v2/gh/code-inspect-binder/osf_74qnu/HEAD?urlpath=rstudio
7h94n,Malawi_ordination.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_7h94n/HEAD?urlpath=rstudio
7h94n,Malawi_interpolation.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_7h94n/HEAD?urlpath=rstudio
7mey8,stan_CON_adriana_pools5i.r,Failed,Code Issue,Modeling Package Error (Stan),https://mybinder.org/v2/gh/code-inspect-binder/osf_7mey8/HEAD?urlpath=rstudio
7mey8,stan_AWB_adriana_pools5i_vary_mic.r,Failed,Code Issue,Modeling Package Error (Stan),https://mybinder.org/v2/gh/code-inspect-binder/osf_7mey8/HEAD?urlpath=rstudio
7v4ep,Collaboration boosts career progression_part 1.R,Failed,Container Issue,Shared Library Load Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_7v4ep/HEAD?urlpath=rstudio
7v4ep,Collaboration boosts career progression_part 2.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_7v4ep/HEAD?urlpath=rstudio
7vbtr,Gyurkovics_Stafford_Levita_analyses.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_7vbtr/HEAD?urlpath=rstudio
7xsfj,Fig05To08.R,Failed,Code Issue,Syntax or Argument Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_7xsfj/HEAD?urlpath=rstudio
7z3mk,t1-stan-5.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_7z3mk/HEAD?urlpath=rstudio
8abj4,Exp1.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_8abj4/HEAD?urlpath=rstudio
8abj4,Exp2.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_8abj4/HEAD?urlpath=rstudio
8akru,workshop_example.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_8akru/HEAD?urlpath=rstudio
8edp7,Social Factors COVID-19_Konrad.R,Failed,Code Issue,Syntax or Argument Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_8edp7/HEAD?urlpath=rstudio
8fsbd,IMDB_analysis.r,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fsbd/HEAD?urlpath=rstudio
8fw3b,QPsyAnalyse.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fw3b/HEAD?urlpath=rstudio
8fzns,1_Get_Item-Params_TR.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
8fzns,0_Data-Prep.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
8fzns,4H_PV_helper.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
8fzns,2_Conditioning_Recode.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
8fzns,3H_IRT_helper.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
8fzns,3_IRT.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
8fzns,2H_Recode_helper.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_8fzns/HEAD?urlpath=rstudio
92e6c,hadza_combine_data.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_92e6c/HEAD?urlpath=rstudio
92e6c,analyze_scan_model_hadza.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_92e6c/HEAD?urlpath=rstudio
92e6c,fill_summary_table.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_92e6c/HEAD?urlpath=rstudio
92e6c,hadza_returns_model.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_92e6c/HEAD?urlpath=rstudio
938ye,Descriptive_statistics.R,Failed,Code Issue,RStudio Environment Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_938ye/HEAD?urlpath=rstudio
938ye,Apriori_group_differences.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_938ye/HEAD?urlpath=rstudio
938ye,Statistical_models_no_T3_criticals.R,Failed,Container Issue,Missing Package,https://mybinder.org/v2/gh/code-inspect-binder/osf_938ye/HEAD?urlpath=rstudio
9e3cu,sat_curve.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9e3cu/HEAD?urlpath=rstudio
9e3cu,visualization_code.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9e3cu/HEAD?urlpath=rstudio
9e3cu,BCA_activity_answers.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_9e3cu/HEAD?urlpath=rstudio
9e3cu,titration_answers.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_9e3cu/HEAD?urlpath=rstudio
9e3cu,BCA_dilution_answers.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_9e3cu/HEAD?urlpath=rstudio
9gjyc,Simulations Evidence level.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_9gjyc/HEAD?urlpath=rstudio
9gjyc,BRMS + Figure4.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9gjyc/HEAD?urlpath=rstudio
9jxzs,07_analysis_rheology.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_9jxzs/HEAD?urlpath=rstudio
9jxzs,03_analysis_color.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_9jxzs/HEAD?urlpath=rstudio
9mc84,preprocessing.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9mc84/HEAD?urlpath=rstudio
9qbwv,helper.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9qbwv/HEAD?urlpath=rstudio
9tnmv,Exp2_OnlineExp_POST.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9tnmv/HEAD?urlpath=rstudio
9tnmv,Exp1a_Election_post.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_9tnmv/HEAD?urlpath=rstudio
9tnmv,Exp4_buddhist_post.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_9tnmv/HEAD?urlpath=rstudio
a3yd4,Functions_IRT.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_a3yd4/HEAD?urlpath=rstudio
a9bv6,sanet_2.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_a9bv6/HEAD?urlpath=rstudio
abts4,DECEPTION-ProbitSDT-v1.R,Failed,Code Issue,File Selection Error,https://mybinder.org/v2/gh/code-inspect-binder/osf_abts4/HEAD?urlpath=rstudio
aczx5,220423_Fig04_Use_JargExpl.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_aczx5/HEAD?urlpath=rstudio
aczx5,220423_FinalModelEstimation.R,Failed,Container Issue,Package Installation Failure,https://mybinder.org/v2/gh/code-inspect-binder/osf_aczx5/HEAD?urlpath=rstudio
aczx5,220423_Fig06_Under_JargExpl.R,Successful,-,-,https://mybinder.org/v2/gh/code-inspect-binder/osf_aczx5/HEAD?urlpath=rstudio
b4gc7,workshop_example.R,Failed,Code Issue,Invalid File or Directory Path,https://mybinder.org/v2/gh/code-inspect-binder/osf_b4gc7/HEAD?urlpath=rstudio
bfq39,Code_LMMs_BestPractice_Example_withOutput.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_bfq39/HEAD?urlpath=rstudio
bfq39,Code_LMMs_Code_BestPractice_Example.R,Failed,Code Issue,File Read Error - Cannot Open Connection,https://mybinder.org/v2/gh/code-inspect-binder/osf_bfq39/HEAD?urlpath=rstudio
bhrwx,evaluation_data_analysis.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_bhrwx/HEAD?urlpath=rstudio
bhrwx,script_for_the_analysis_of_game_data.R,Failed,Code Issue,Missing Object or Function,https://mybinder.org/v2/gh/code-inspect-binder/osf_bhrwx/HEAD?urlpath=rstudio
